Date,Open*,High,Low,Close**,Volume,Market Cap
"Jan 26, 2020",0.909446,0.911359,0.897492,0.897753,"7,315,075","897,302,847"
"Jan 25, 2020",0.914976,0.915708,0.905198,0.909602,"7,914,038","909,146,457"
"Jan 24, 2020",0.903977,0.916337,0.902715,0.914598,"8,629,720","914,140,071"
"Jan 23, 2020",0.893807,0.906374,0.864878,0.903977,"10,263,346","903,524,198"
"Jan 22, 2020",0.898961,0.903272,0.88955,0.894371,"7,762,007","893,922,597"
"Jan 21, 2020",0.872544,0.902235,0.871928,0.899999,"7,189,720","899,547,860"
"Jan 20, 2020",0.873684,0.925373,0.865279,0.871847,"8,345,767","871,410,044"
"Jan 19, 2020",0.912075,0.930769,0.873684,0.873684,"8,551,701","873,246,391"
"Jan 18, 2020",0.89668,0.914939,0.886598,0.912075,"9,338,810","911,617,874"
"Jan 17, 2020",0.864101,0.912087,0.862227,0.895758,"8,709,524","895,308,658"
"Jan 16, 2020",0.908753,0.918012,0.858697,0.863213,"8,170,884","862,780,466"
"Jan 15, 2020",0.894728,0.921271,0.883427,0.90762,"7,948,446","907,165,398"
"Jan 14, 2020",0.847126,0.907147,0.840233,0.896068,"8,535,621","895,618,808"
"Jan 13, 2020",0.870186,0.870412,0.84288,0.846822,"7,602,413","846,397,216"
"Jan 12, 2020",0.860728,0.875225,0.85654,0.870705,"7,898,535","870,268,309"
"Jan 11, 2020",0.871832,0.886055,0.85509,0.859647,"8,677,610","859,215,993"
"Jan 10, 2020",0.86751,0.892691,0.859323,0.870496,"8,387,854","870,060,185"
"Jan 09, 2020",0.902212,0.902359,0.861662,0.86986,"8,461,125","869,423,959"
"Jan 08, 2020",0.885718,0.910808,0.880438,0.901527,"8,487,726","901,075,670"
"Jan 07, 2020",0.8717,0.888822,0.864739,0.885718,"7,846,688","885,273,842"
"Jan 06, 2020",0.857237,0.877281,0.852774,0.8717,"7,736,059","871,262,887"
"Jan 05, 2020",0.851779,0.865185,0.847994,0.856983,"6,421,925","856,553,225"
"Jan 04, 2020",0.851496,0.860545,0.841673,0.851883,"6,349,394","851,455,960"
"Jan 03, 2020",0.826151,0.854072,0.816582,0.851479,"6,575,515","851,052,242"
"Jan 02, 2020",0.820602,0.831689,0.813602,0.82182,"6,016,153","821,407,995"
"Jan 01, 2020",0.816284,0.826016,0.812007,0.81996,"6,094,720","819,549,224"
"Dec 31, 2019",0.816356,0.826781,0.811248,0.816284,"8,253,408","815,875,153"
"Dec 30, 2019",0.823171,0.83246,0.807973,0.816223,"6,553,717","815,813,606"
"Dec 29, 2019",0.81685,0.837397,0.813603,0.823993,"6,545,582","823,580,468"
"Dec 28, 2019",0.824664,0.843183,0.809887,0.816964,"6,554,039","816,554,405"
"Dec 27, 2019",0.840322,0.842553,0.820688,0.824272,"7,062,534","823,858,772"
"Dec 26, 2019",0.823974,0.841396,0.815617,0.839412,"7,160,955","838,991,839"
"Dec 25, 2019",0.817216,0.832411,0.803558,0.823673,"6,074,928","823,260,064"
"Dec 24, 2019",0.831177,0.833011,0.807039,0.817216,"7,650,904","816,806,339"
"Dec 23, 2019",0.87605,0.882803,0.823613,0.831276,"8,586,978","830,859,104"
"Dec 22, 2019",0.860357,0.881065,0.84877,0.875506,"6,914,892","875,067,258"
"Dec 21, 2019",0.855771,0.862432,0.842529,0.860465,"6,983,018","860,033,352"
"Dec 20, 2019",0.849637,0.883734,0.843522,0.854488,"7,039,746","854,060,015"
"Dec 19, 2019",0.878437,0.882847,0.837471,0.849637,"7,767,541","849,210,852"
"Dec 18, 2019",0.877391,0.887556,0.842725,0.878437,"8,304,703","877,997,188"
"Dec 17, 2019",0.867596,0.878686,0.846867,0.877391,"8,370,185","876,950,850"
"Dec 16, 2019",0.875646,0.884248,0.865981,0.867596,"6,131,514","867,161,097"
"Dec 15, 2019",0.88144,0.883931,0.837434,0.875646,"6,669,408","875,206,828"
"Dec 14, 2019",0.886634,0.892377,0.876153,0.88144,"7,126,317","880,998,036"
"Dec 13, 2019",0.890576,0.891239,0.881653,0.886737,"6,382,153","886,292,684"
"Dec 12, 2019",0.897699,0.899887,0.886154,0.890331,"6,489,027","889,884,940"
"Dec 11, 2019",0.902351,0.906154,0.894346,0.897208,"7,689,444","896,758,261"
"Dec 10, 2019",0.913215,0.916565,0.898175,0.90327,"7,803,670","902,817,112"
"Dec 09, 2019",0.913494,0.924001,0.906268,0.913553,"6,921,124","913,094,931"
"Dec 08, 2019",0.913731,0.921456,0.910498,0.913494,"7,033,320","913,036,741"
"Dec 07, 2019",0.917852,0.923284,0.909969,0.913731,"7,435,436","913,272,792"
"Dec 06, 2019",0.927915,0.93587,0.915612,0.917837,"7,919,316","917,376,779"
"Dec 05, 2019",0.920583,0.975354,0.91869,0.928758,"7,587,570","928,292,111"
"Dec 04, 2019",0.918307,0.928325,0.903042,0.920583,"7,469,824","920,121,808"
"Dec 03, 2019",0.913426,0.9259,0.907069,0.918385,"6,999,772","917,925,181"
"Dec 02, 2019",0.920413,0.935166,0.910701,0.913426,"7,700,538","912,967,872"
"Dec 01, 2019",0.913529,0.943279,0.911395,0.920466,"7,672,143","920,004,249"
"Nov 30, 2019",0.911284,0.922347,0.907987,0.914338,"9,053,058","913,879,404"
"Nov 29, 2019",0.918209,0.925844,0.906428,0.911284,"11,641,015","910,827,401"
"Nov 28, 2019",0.907722,0.959757,0.905032,0.918326,"10,734,584","917,865,359"
"Nov 27, 2019",0.91275,0.930783,0.886341,0.908495,"13,038,456","908,039,785"
"Nov 26, 2019",0.904564,0.923994,0.899924,0.913326,"11,235,563","912,868,564"
"Nov 25, 2019",0.934879,0.940992,0.895718,0.904211,"16,676,369","903,758,389"
"Nov 24, 2019",0.951252,0.958985,0.926253,0.93623,"13,756,868","935,760,479"
"Nov 23, 2019",0.929904,0.967153,0.916491,0.951134,"13,315,517","950,657,458"
"Nov 22, 2019",0.938479,0.951327,0.918129,0.92941,"18,223,524","928,944,465"
"Nov 21, 2019",0.955723,0.970321,0.938479,0.938479,"12,867,593","938,008,572"
"Nov 20, 2019",0.960514,0.9717,0.955305,0.956159,"10,263,758","955,679,830"
"Nov 19, 2019",0.971802,0.987193,0.947366,0.960514,"13,449,472","960,032,808"
"Nov 18, 2019",0.975192,0.99008,0.965847,0.971437,"11,620,656","970,949,723"
"Nov 17, 2019",0.973587,0.988096,0.969432,0.975521,"8,372,881","975,032,313"
"Nov 16, 2019",0.96244,0.97839,0.95695,0.973587,"8,931,084","973,098,892"
"Nov 15, 2019",0.959409,0.974642,0.955096,0.962074,"11,726,222","961,591,911"
"Nov 14, 2019",0.960139,0.966512,0.952847,0.959835,"9,891,371","959,353,894"
"Nov 13, 2019",0.976352,0.984672,0.958951,0.96009,"10,069,710","959,608,628"
"Nov 12, 2019",0.976669,0.984346,0.963837,0.975515,"11,859,923","975,026,617"
"Nov 11, 2019",0.99192,0.994163,0.966559,0.974652,"12,877,238","974,163,347"
"Nov 10, 2019",0.973637,0.994378,0.961423,0.99192,"13,815,800","991,422,947"
