Date,Open*,High,Low,Close**,Volume,Market Cap
"Jan 26, 2020",1.5,1.53,1.47,1.52,"43,363,397","1,057,063,607"
"Jan 25, 2020",1.52,1.52,1.47,1.5,"44,078,895","1,038,410,748"
"Jan 24, 2020",1.56,1.57,1.5,1.52,"48,576,603","1,053,322,115"
"Jan 23, 2020",1.59,1.62,1.5,1.55,"65,348,600","1,078,286,026"
"Jan 22, 2020",1.54,1.64,1.53,1.59,"47,055,144","1,105,004,314"
"Jan 21, 2020",1.59,1.61,1.5,1.53,"51,586,798","1,065,444,584"
"Jan 20, 2020",1.42,1.59,1.41,1.59,"60,224,151","1,102,454,966"
"Jan 19, 2020",1.49,1.52,1.37,1.42,"46,261,834","987,050,590"
"Jan 18, 2020",1.47,1.54,1.42,1.49,"49,645,136","1,033,489,226"
"Jan 17, 2020",1.49,1.53,1.44,1.48,"63,542,861","1,024,091,459"
"Jan 16, 2020",1.34,1.52,1.3,1.49,"67,302,241","1,037,213,520"
"Jan 15, 2020",1.33,1.4,1.3,1.34,"59,355,419","932,175,745"
"Jan 14, 2020",1.28,1.36,1.27,1.33,"53,074,477","924,801,443"
"Jan 13, 2020",1.31,1.31,1.27,1.28,"36,870,088","888,218,070"
"Jan 12, 2020",1.31,1.32,1.3,1.31,"30,492,207","909,993,423"
"Jan 11, 2020",1.31,1.35,1.3,1.31,"39,100,862","906,142,415"
"Jan 10, 2020",1.29,1.33,1.26,1.31,"41,884,562","906,795,252"
"Jan 09, 2020",1.33,1.37,1.27,1.29,"47,676,368","895,458,247"
"Jan 08, 2020",1.3,1.4,1.27,1.33,"49,431,499","925,780,956"
"Jan 07, 2020",1.31,1.33,1.26,1.3,"49,139,469","901,265,968"
"Jan 06, 2020",1.26,1.34,1.26,1.31,"43,088,423","906,258,204"
"Jan 05, 2020",1.26,1.3,1.25,1.26,"36,629,230","877,159,747"
"Jan 04, 2020",1.28,1.3,1.23,1.26,"38,156,086","876,029,669"
"Jan 03, 2020",1.24,1.31,1.24,1.28,"43,721,354","890,109,980"
"Jan 02, 2020",1.37,1.38,1.23,1.24,"37,676,355","861,516,905"
"Jan 01, 2020",1.35,1.37,1.32,1.37,"35,642,475","951,188,893"
"Dec 31, 2019",1.33,1.4,1.31,1.35,"42,638,601","938,725,945"
"Dec 30, 2019",1.31,1.36,1.3,1.33,"41,116,951","924,752,288"
"Dec 29, 2019",1.33,1.36,1.29,1.31,"45,413,699","911,327,054"
"Dec 28, 2019",1.38,1.39,1.33,1.33,"43,957,470","921,074,564"
"Dec 27, 2019",1.37,1.41,1.36,1.38,"38,176,059","960,368,527"
"Dec 26, 2019",1.41,1.43,1.35,1.37,"47,649,174","952,053,087"
"Dec 25, 2019",1.5,1.5,1.4,1.41,"40,558,090","981,628,328"
"Dec 24, 2019",1.52,1.54,1.49,1.5,"37,812,261","1,038,174,056"
"Dec 23, 2019",1.47,1.58,1.46,1.52,"56,083,425","1,054,365,471"
"Dec 22, 2019",1.48,1.53,1.45,1.47,"50,459,429","1,018,816,410"
"Dec 21, 2019",1.6,1.61,1.48,1.48,"49,226,920","1,026,339,209"
"Dec 20, 2019",1.51,1.6,1.49,1.6,"58,433,436","1,110,696,671"
"Dec 19, 2019",1.59,1.62,1.47,1.51,"62,825,585","1,051,017,023"
"Dec 18, 2019",1.54,1.62,1.45,1.6,"90,681,124","1,107,937,773"
"Dec 17, 2019",1.67,1.77,1.52,1.54,"92,967,379","1,017,781,983"
"Dec 16, 2019",1.68,1.71,1.61,1.67,"68,707,545","1,104,646,482"
