Date,Open*,High,Low,Close**,Volume,Market Cap
"Jan 26, 2020",0.056111,0.059546,0.055742,0.058572,"325,709,373","1,174,877,296"
"Jan 25, 2020",0.057257,0.057879,0.055841,0.056039,"319,119,540","1,124,060,743"
"Jan 24, 2020",0.059401,0.059455,0.054127,0.057303,"382,153,105","1,149,419,047"
"Jan 23, 2020",0.059995,0.061171,0.056832,0.059238,"383,108,495","1,188,095,063"
"Jan 22, 2020",0.062395,0.063779,0.059796,0.059889,"334,827,929","1,201,010,415"
"Jan 21, 2020",0.062025,0.063943,0.061601,0.06242,"404,072,680","1,251,502,830"
"Jan 20, 2020",0.059991,0.06464,0.059431,0.062044,"570,944,249","1,243,262,125"
"Jan 19, 2020",0.061144,0.065619,0.058865,0.060044,"557,236,013","1,203,196,279"
"Jan 18, 2020",0.05997,0.064649,0.057045,0.061155,"619,953,488","1,225,443,376"
"Jan 17, 2020",0.053828,0.062763,0.052715,0.060052,"519,487,809","1,200,675,457"
"Jan 16, 2020",0.054817,0.054993,0.051784,0.053748,"316,566,307","1,074,496,622"
"Jan 15, 2020",0.05204,0.05547,0.051042,0.054789,"334,258,693","1,095,162,183"
"Jan 14, 2020",0.048085,0.05348,0.048066,0.052115,"325,107,091","1,041,718,996"
"Jan 13, 2020",0.048229,0.048458,0.046383,0.048122,"224,390,629","961,732,457"
"Jan 12, 2020",0.04758,0.048951,0.046762,0.048319,"207,151,685","965,205,442"
"Jan 11, 2020",0.046378,0.049198,0.046117,0.047547,"216,830,961","949,740,468"
"Jan 10, 2020",0.046268,0.048292,0.045766,0.046402,"211,752,195","926,865,627"
"Jan 09, 2020",0.047616,0.049246,0.045678,0.046458,"171,728,899","927,922,896"
"Jan 08, 2020",0.049916,0.050093,0.046706,0.048717,"213,522,156","972,927,111"
"Jan 07, 2020",0.049025,0.050261,0.047908,0.049838,"239,407,286","995,321,994"
"Jan 06, 2020",0.045432,0.049292,0.045244,0.049124,"248,276,598","981,165,304"
"Jan 05, 2020",0.046165,0.046692,0.044772,0.045359,"165,956,087","909,657,060"
"Jan 04, 2020",0.045227,0.046276,0.044332,0.046272,"152,253,766","927,967,117"
"Jan 03, 2020",0.044001,0.045907,0.043544,0.045234,"168,931,018","907,150,288"
"Jan 02, 2020",0.045398,0.045604,0.043582,0.044112,"151,848,963","884,665,838"
"Jan 01, 2020",0.045118,0.045768,0.043438,0.045451,"168,402,204","911,500,592"
"Dec 31, 2019",0.046053,0.046115,0.043332,0.045224,"157,108,041","906,956,531"
"Dec 30, 2019",0.046203,0.046902,0.044252,0.045954,"167,585,185","921,597,413"
"Dec 29, 2019",0.045138,0.047112,0.044077,0.046216,"148,653,161","926,843,557"
"Dec 28, 2019",0.046015,0.046536,0.044167,0.045151,"158,028,356","905,501,294"
"Dec 27, 2019",0.045092,0.046747,0.044685,0.046086,"186,418,572","924,237,333"
"Dec 26, 2019",0.043572,0.04571,0.043512,0.045101,"159,865,552","904,483,723"
"Dec 25, 2019",0.045029,0.045591,0.043191,0.043441,"160,886,227","871,192,763"
"Dec 24, 2019",0.044807,0.046288,0.0444,0.045083,"190,571,245","904,138,193"
"Dec 23, 2019",0.04734,0.04767,0.044641,0.044849,"188,544,968","899,434,823"
"Dec 22, 2019",0.046322,0.04752,0.044277,0.047296,"192,185,818","948,508,444"
"Dec 21, 2019",0.046204,0.048313,0.044703,0.046277,"178,466,491","928,068,807"
"Dec 20, 2019",0.044985,0.047144,0.044239,0.046269,"196,248,519","927,921,648"
"Dec 19, 2019",0.046033,0.046427,0.044022,0.044964,"210,750,075","901,740,472"
"Dec 18, 2019",0.044246,0.046733,0.043048,0.046013,"253,895,323","922,788,952"
"Dec 17, 2019",0.048558,0.048895,0.042986,0.044053,"223,440,074","883,474,247"
"Dec 16, 2019",0.051402,0.052006,0.048421,0.048549,"188,173,197","973,646,579"
"Dec 15, 2019",0.051709,0.052399,0.04965,0.051398,"184,576,351","1,030,780,417"
"Dec 14, 2019",0.053072,0.053336,0.051145,0.051673,"178,719,118","1,036,297,918"
"Dec 13, 2019",0.052724,0.05372,0.052176,0.05299,"166,277,796","1,062,704,050"
"Dec 12, 2019",0.05271,0.053804,0.052177,0.052721,"207,030,753","1,057,309,861"
"Dec 11, 2019",0.053621,0.054757,0.052692,0.052692,"200,779,620","1,056,722,331"
"Dec 10, 2019",0.054476,0.054952,0.053064,0.053607,"187,877,398","1,075,080,469"
"Dec 09, 2019",0.056092,0.056386,0.054213,0.05445,"184,029,266","1,091,975,773"
"Dec 08, 2019",0.055041,0.056544,0.054598,0.056132,"159,244,878","1,125,717,482"
"Dec 07, 2019",0.055045,0.056187,0.054795,0.055068,"161,472,546","1,104,373,638"
"Dec 06, 2019",0.055612,0.055823,0.05454,0.055028,"177,492,285","1,103,572,231"
"Dec 05, 2019",0.055347,0.057624,0.05444,0.055518,"190,568,914","1,113,392,541"
"Dec 04, 2019",0.055917,0.056422,0.054416,0.055419,"207,789,246","1,111,416,307"
"Dec 03, 2019",0.056042,0.056821,0.055417,0.05598,"150,835,452","1,122,669,946"
"Dec 02, 2019",0.058098,0.058214,0.055986,0.056078,"204,095,722","1,124,621,901"
"Dec 01, 2019",0.059751,0.059877,0.05654,0.058082,"214,999,370","1,164,817,487"
"Nov 30, 2019",0.059306,0.060415,0.057283,0.059641,"228,259,886","1,196,086,467"
"Nov 29, 2019",0.058212,0.060932,0.058165,0.059152,"241,666,196","1,186,271,902"
"Nov 28, 2019",0.059208,0.060486,0.058179,0.058225,"224,143,848","1,167,681,753"
"Nov 27, 2019",0.058393,0.059952,0.056166,0.059057,"260,781,107","1,184,377,699"
"Nov 26, 2019",0.057542,0.059103,0.05652,0.058553,"218,983,844","1,174,266,799"
"Nov 25, 2019",0.056791,0.059389,0.05375,0.057595,"548,798,088","1,155,059,103"
"Nov 24, 2019",0.060602,0.061783,0.056881,0.056881,"795,594,528","1,140,743,320"
"Nov 23, 2019",0.059405,0.061716,0.057753,0.060364,"262,945,614","1,210,579,252"
"Nov 22, 2019",0.061737,0.061868,0.056237,0.059502,"304,545,334","1,193,303,118"
"Nov 21, 2019",0.065522,0.065701,0.061047,0.061683,"251,644,441","1,237,034,117"
"Nov 20, 2019",0.065691,0.06632,0.06454,0.065502,"219,882,275","1,313,627,943"
"Nov 19, 2019",0.068291,0.068679,0.06481,0.065751,"287,651,893","1,318,630,467"
"Nov 18, 2019",0.072133,0.072261,0.066962,0.068304,"245,433,022","1,369,817,366"
"Nov 17, 2019",0.071848,0.073095,0.071784,0.072137,"197,097,974","1,446,685,558"
"Nov 16, 2019",0.072347,0.072805,0.071748,0.071906,"173,395,847","1,442,049,711"
"Nov 15, 2019",0.074816,0.074972,0.071935,0.072335,"222,062,024","1,450,653,587"
"Nov 14, 2019",0.076506,0.076611,0.074027,0.07474,"217,039,030","1,498,902,353"
"Nov 13, 2019",0.077092,0.077628,0.07618,0.076576,"240,329,082","1,535,722,377"
"Nov 12, 2019",0.079813,0.082018,0.075886,0.077072,"359,731,187","1,545,652,295"
"Nov 11, 2019",0.078234,0.080633,0.076396,0.079809,"290,695,867","1,600,544,208"
"Nov 10, 2019",0.072877,0.079768,0.072733,0.078228,"343,258,930","1,568,851,587"
"Nov 09, 2019",0.071845,0.073439,0.07162,0.072812,"187,035,481","1,460,226,718"
"Nov 08, 2019",0.075006,0.076303,0.07055,0.071888,"271,749,982","1,441,694,136"
"Nov 07, 2019",0.078343,0.078494,0.074204,0.075014,"332,631,177","1,504,398,663"
"Nov 06, 2019",0.082237,0.08319,0.077835,0.078435,"352,059,614","1,573,003,648"
"Nov 05, 2019",0.076817,0.085214,0.076808,0.082164,"762,923,850","1,647,781,065"
"Nov 04, 2019",0.069165,0.07639,0.067937,0.07639,"347,400,349","1,531,981,226"
"Nov 03, 2019",0.071283,0.071871,0.068081,0.069091,"310,422,869","1,385,608,526"
"Nov 02, 2019",0.069217,0.071289,0.069216,0.071264,"287,438,284","1,429,192,254"
"Nov 01, 2019",0.065189,0.071221,0.064798,0.069231,"412,594,573","1,388,418,168"
"Oct 31, 2019",0.064612,0.065444,0.062958,0.065215,"279,328,071","1,307,869,766"
"Oct 30, 2019",0.066276,0.066611,0.063378,0.064568,"271,281,036","1,294,901,834"
"Oct 29, 2019",0.064768,0.068255,0.064701,0.066185,"279,077,969","1,327,327,934"
"Oct 28, 2019",0.064549,0.067163,0.064312,0.064778,"325,857,618","1,298,131,301"
"Oct 27, 2019",0.062585,0.064588,0.061923,0.064513,"287,822,040","1,292,824,227"
"Oct 26, 2019",0.06374,0.066609,0.062198,0.062557,"347,428,869","1,253,637,953"
"Oct 25, 2019",0.060642,0.064598,0.060078,0.063761,"302,338,874","1,277,752,865"
"Oct 24, 2019",0.060058,0.061739,0.059206,0.060612,"235,695,883","1,214,643,198"
"Oct 23, 2019",0.062935,0.063606,0.058735,0.059984,"257,731,071","1,201,815,663"
"Oct 22, 2019",0.064045,0.064512,0.062745,0.062811,"191,351,126","1,258,466,973"
"Oct 21, 2019",0.06326,0.064159,0.063026,0.063975,"189,287,650","1,281,740,024"
"Oct 20, 2019",0.063102,0.063676,0.062539,0.063247,"228,457,502","1,267,150,236"
"Oct 19, 2019",0.063758,0.063817,0.062863,0.06309,"212,225,225","1,264,000,391"
"Oct 18, 2019",0.064537,0.064606,0.062393,0.063717,"258,071,462","1,276,553,895"
"Oct 17, 2019",0.06243,0.064572,0.061928,0.064547,"258,080,003","1,293,197,546"
"Oct 16, 2019",0.064319,0.064837,0.061611,0.062401,"234,805,479","1,250,201,473"
"Oct 15, 2019",0.064919,0.065527,0.063154,0.064264,"231,975,480","1,287,400,269"
"Oct 14, 2019",0.060187,0.064944,0.060185,0.064925,"212,625,324","1,300,593,743"
"Oct 13, 2019",0.059591,0.061948,0.059131,0.060136,"168,514,765","1,204,152,887"
"Oct 12, 2019",0.060788,0.062005,0.059033,0.059629,"160,068,975","1,194,006,421"
"Oct 11, 2019",0.062021,0.06277,0.059095,0.060821,"188,990,156","1,217,871,164"
"Oct 10, 2019",0.063331,0.063403,0.061541,0.061946,"193,649,301","1,240,401,571"
"Oct 09, 2019",0.061881,0.064031,0.061336,0.063355,"277,951,501","1,268,612,565"
"Oct 08, 2019",0.061383,0.062594,0.061137,0.061886,"214,910,502","1,240,065,250"
"Oct 07, 2019",0.059079,0.062234,0.05873,0.061397,"257,114,961","1,235,170,864"
"Oct 06, 2019",0.059048,0.059564,0.058429,0.059092,"166,037,941","1,188,801,305"
"Oct 05, 2019",0.059055,0.059337,0.058484,0.059049,"101,952,263","1,187,924,587"
"Oct 04, 2019",0.058829,0.059937,0.058377,0.059095,"111,323,954","1,188,858,216"
"Oct 03, 2019",0.05977,0.059838,0.058326,0.058875,"125,596,787","1,183,956,025"
"Oct 02, 2019",0.059081,0.0598,0.058106,0.059792,"143,895,582","1,202,390,484"
"Oct 01, 2019",0.06154,0.06206,0.058549,0.059103,"163,726,395","1,188,523,860"
"Sep 30, 2019",0.058109,0.06168,0.057361,0.06144,"214,887,043","1,235,259,077"
"Sep 29, 2019",0.058671,0.060263,0.057187,0.058127,"162,849,827","1,168,654,373"
